SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR,Type
1885,Refine Homoeo Laboratory,Cold Alage,Capsule,FALSE,H-55-A-49,Homeopathic
1886,Refine Homoeo Laboratory,Fine Piles Cure,Capsule,FALSE,H-55-A-50,Homeopathic
1887,Refine Homoeo Laboratory,Male-Feeling,Capsule,FALSE,H-55-A-51,Homeopathic
1888,Refine Homoeo Laboratory,Re-Menstrual,Capsule,FALSE,H-55-A-52,Homeopathic
1889,Refine Homoeo Laboratory,Fine Gasto Cure,Capsule,Nat Phos 3X + Nat Sulph 3X + Silica 12X,H-55-A-53,Homeopathic
1890,Refine Homoeo Laboratory,Alfalfa,Liquid,FALSE,H-55-A-54,Homeopathic
1891,Refine Homoeo Laboratory,Amloki,Liquid,Embelica Officinalis 3X,H-55-A-55,Homeopathic
1892,Refine Homoeo Laboratory,Sarsaparilla,Liquid,FALSE,H-55-A-56,Homeopathic
1893,Refine Homoeo Laboratory,Asoka/Jonosia Asoka,Liquid,FALSE,H-55-A-57,Homeopathic
1894,Refine Homoeo Laboratory,Kalamegh,Liquid,FALSE,H-55-A-58,Homeopathic
1895,Refine Homoeo Laboratory,Justicia Adhatoda (Bashak),Liquid,FALSE,H-55-A-59,Homeopathic
1896,Refine Homoeo Laboratory,Syzygium Jambolanum,Liquid,FALSE,H-55-A-60,Homeopathic
1897,Refine Homoeo Laboratory,Ginseng/Aralia Quinoquefolia,Liquid,FALSE,H-55-A-61,Homeopathic
1898,Refine Homoeo Laboratory,Globules,Tablet,Lactose + Purified Sugar,H-55-A-62,Homeopathic
1899,Refine Homoeo Laboratory,Crataegus Oxyacantha,Liquid,FALSE,H-55-A-63,Homeopathic
1900,Refine Homoeo Laboratory,Ashwagandha,Liquid,FALSE,H-55-A-64,Homeopathic
1901,Refine Homoeo Laboratory,Lycopodium,Liquid,FALSE,H-55-A-65,Homeopathic
1902,Refine Homoeo Laboratory,Sabal Serrulata,Liquid,FALSE,H-55-A-66,Homeopathic
1903,Refine Homoeo Laboratory,Terminalia Arjuna,Liquid,FALSE,H-55-A-67,Homeopathic
1904,Refine Homoeo Laboratory,Gymnema Sylvestre,Liquid,FALSE,H-55-A-68,Homeopathic
1905,Refine Homoeo Laboratory,Fraxinus Americana,Liquid,FALSE,H-55-A-69,Homeopathic
1906,Refine Homoeo Laboratory,Echinacea Angustifolia,Liquid,FALSE,H-55-A-70,Homeopathic
1907,Refine Homoeo Laboratory,Arlia Racemosa,Liquid,FALSE,H-55-A-71,Homeopathic
1908,Refine Homoeo Laboratory,Borax,Liquid,FALSE,H-55-A-72,Homeopathic
1909,Refine Homoeo Laboratory,Sanguinaria Nitricum,Liquid,Sanguinaria Nit 3x,H-55-A-73,Homeopathic
1910,Refine Homoeo Laboratory,Kurchi,Liquid,FALSE,H-55-A-75,Homeopathic
1911,Refine Homoeo Laboratory,Hamamelis Virginica,Liquid,FALSE,H-55-A-76,Homeopathic
1912,Refine Homoeo Laboratory,Colocynthis,Liquid,FALSE,H-55-A-77,Homeopathic
1913,Refine Homoeo Laboratory,Berberis Aquifolium,Liquid,FALSE,H-55-A-78,Homeopathic
1914,Refine Homoeo Laboratory,Berberis Vulgaris,Liquid,FALSE,H-55-A-79,Homeopathic
1915,Refine Homoeo Laboratory,Rauwolfia Serpentina,Liquid,FALSE,H-55-A-80,Homeopathic
1916,Refine Homoeo Laboratory,Plantago Major,Liquid,FALSE,H-55-A-81,Homeopathic
1917,Refine Homoeo Laboratory,Salix Nigra,Liquid,FALSE,H-55-A-82,Homeopathic
1918,Refine Homoeo Laboratory,Gossypium Herbaceum,Liquid,FALSE,H-55-A-83,Homeopathic
1919,Refine Homoeo Laboratory,Ceanothus Americanus,Liquid,Ceanothus Americanus,H-55-A-84,Homeopathic
1920,Refine Homoeo Laboratory,Bryonia Alba,Liquid,FALSE,H-55-A-85,Homeopathic
1921,Refine Homoeo Laboratory,Millefolium,Liquid,FALSE,H-55-A-86,Homeopathic
1922,Refine Homoeo Laboratory,Cimicifuga Racemosa,Liquid,FALSE,H-55-A-87,Homeopathic
1923,Refine Homoeo Laboratory,Calotropis Gigantea,Liquid,FALSE,H-55-A-88,Homeopathic
1924,Refine Homoeo Laboratory,Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-55-A-89,Homeopathic
1925,Refine Homoeo Laboratory,Apocynum Cannabinum,Liquid,FALSE,H-55-A-90,Homeopathic
1926,Refine Homoeo Laboratory,Tribulus Terrestris,Liquid,FALSE,H-55-A-91,Homeopathic
1927,Refine Homoeo Laboratory,Phytolacca Decandra,Liquid,FALSE,H-55-A-92,Homeopathic
1928,Refine Homoeo Laboratory,Carduus Marianus,Liquid,FALSE,H-55-A-93,Homeopathic
1929,Refine Homoeo Laboratory,Ocimum Sanctum,Liquid,FALSE,H-55-A-94,Homeopathic
1930,Refine Homoeo Laboratory,Hydrocotyle Asiatica,Liquid,FALSE,H-55-A-95,Homeopathic
1931,Refine Homoeo Laboratory,Urtica Urens,Liquid,FALSE,H-55-A-96,Homeopathic
1932,Refine Homoeo Laboratory,Viburnum Opulus,Liquid,FALSE,H-55-A-97,Homeopathic
1933,Refine Homoeo Laboratory,Cephalandra Indica,Liquid,FALSE,H-55-A-98,Homeopathic
1934,Refine Homoeo Laboratory,Chirata,Liquid,FALSE,H-55-A-99,Homeopathic
1935,Refine Homoeo Laboratory,Robinia Pseudacacia,Liquid,Robinia Pseudacacia,H-55-A-100,Homeopathic
1936,Refine Homoeo Laboratory,Chionanthus Viorginica,Liquid,FALSE,H-55-A-101,Homeopathic
1937,Refine Homoeo Laboratory,Caulophyllum Thalictroides,Liquid,FALSE,H-55-A-102,Homeopathic
1938,Refine Homoeo Laboratory,Cassia Sophera,Liquid,FALSE,H-55-A-103,Homeopathic
1939,Refine Homoeo Laboratory,Rhus Toxicodendron,Liquid,FALSE,H-55-A-104,Homeopathic
1940,Refine Homoeo Laboratory,Psoralea Corylifolia (Babchi),Liquid,Psoralea Corylifolia,H-55-A-105,Homeopathic
1941,Refine Homoeo Laboratory,Jaborandi,Liquid,FALSE,H-55-A-106,Homeopathic
1942,Refine Homoeo Laboratory,Kreosote,Liquid,Kreosote,H-55-A-107,Homeopathic
1943,Refine Homoeo Laboratory,Passiflora Incarnata,Liquid,FALSE,H-55-A-108,Homeopathic
1944,Refine Homoeo Laboratory,Belladonna,Liquid,FALSE,H-55-A-109,Homeopathic
1945,Refine Homoeo Laboratory,Carica Papaya,Liquid,FALSE,H-55-A-110,Homeopathic
1946,Refine Homoeo Laboratory,Nuphar Luteum,Liquid,FALSE,H-55-A-111,Homeopathic
1947,Refine Homoeo Laboratory,Mullein (Verbascum Thapsus),Liquid,FALSE,H-55-A-112,Homeopathic
1948,Refine Homoeo Laboratory,Fine Relax,Drops,Alumina 5X + Bryonia Alba 5X + Colocynthis 6X + Graphitis 10X + Hydrastis Can 3X + Mag. Mur 12X + Nux Vomica 10X + Opium 30X + Plumbum 7X,H-55-A-74,Homeopathic
1949,Refine Homoeo Laboratory,Arnica Montana,Liquid,FALSE,H-55-A-01,Homeopathic
1950,Refine Homoeo Laboratory,Avena Sativa,Liquid,FALSE,H-55-A-02,Homeopathic
1951,Refine Homoeo Laboratory,Apis Mellificia,Liquid,FALSE,H-55-A-03,Homeopathic
1952,Refine Homoeo Laboratory,Agnus Castus,Liquid,FALSE,H-55-A-04,Homeopathic
1953,Refine Homoeo Laboratory,Baptisia Tinctoria,Liquid,FALSE,H-55-A-05,Homeopathic
1954,Refine Homoeo Laboratory,Cina,Liquid,FALSE,H-55-A-06,Homeopathic
1955,Refine Homoeo Laboratory,Chinchona Officinalis,Liquid,Chinchona Officinalis  China,H-55-A-07,Homeopathic
1956,Refine Homoeo Laboratory,Chelidonium Majus,Liquid,FALSE,H-55-A-08,Homeopathic
1957,Refine Homoeo Laboratory,Cantharis,Liquid,FALSE,H-55-A-09,Homeopathic
1958,Refine Homoeo Laboratory,Hydratis,Liquid,FALSE,H-55-A-10,Homeopathic
1959,Refine Homoeo Laboratory,Ipecac,Liquid,Ipecac,H-55-A-11,Homeopathic
1960,Refine Homoeo Laboratory,Pulsatilla,Liquid,FALSE,H-55-A-12,Homeopathic
1961,Refine Homoeo Laboratory,Secale Cornutum,Liquid,FALSE,H-55-A-13,Homeopathic
1962,Refine Homoeo Laboratory,Turnera,Liquid,Turnera,H-55-A-14,Homeopathic
1963,Refine Homoeo Laboratory,Teuricum Merum Verum,Liquid,FALSE,H-55-A-15,Homeopathic
1964,Refine Homoeo Laboratory,Thuja Occ,Liquid,FALSE,H-55-A-16,Homeopathic
1965,Refine Homoeo Laboratory,Calcarea Fluorica,Tablet,Calcarea Fluorica,H-55-A-17,Homeopathic
1966,Refine Homoeo Laboratory,Calcarea Phosphorica,Tablet,Calcarea Phosphorica,H-55-A-18,Homeopathic
1967,Refine Homoeo Laboratory,Calcarea Sulphorica,Tablet,Calcarea Sulphurica,H-55-A-19,Homeopathic
1968,Refine Homoeo Laboratory,Ferrum Phosphoricum,Tablet,Ferrum Phosphoricum,H-55-A-20,Homeopathic
1969,Refine Homoeo Laboratory,Kali Sulphuricum,Tablet,Kali Sulphuricum,H-55-A-21,Homeopathic
1970,Refine Homoeo Laboratory,Magnesia Phosphorica,Tablet,Magnesia Phosphorica,H-55-A-22,Homeopathic
1971,Refine Homoeo Laboratory,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-55-A-23,Homeopathic
1972,Refine Homoeo Laboratory,Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-55-A-24,Homeopathic
1973,Refine Homoeo Laboratory,Natrum Sulpuricum,Tablet,Natrum Sulphuricum,H-55-A-25,Homeopathic
1974,Refine Homoeo Laboratory,Silicea,Tablet,Silicea,H-55-A-26,Homeopathic
1975,Refine Homoeo Laboratory,Aconite Napellus,Liquid,FALSE,H-55-A-27,Homeopathic
1976,Refine Homoeo Laboratory,Acid Phosphoricum,Liquid,FALSE,H-55-A-28,Homeopathic
1977,Refine Homoeo Laboratory,Blatta Orientalis,Liquid,FALSE,H-55-A-29,Homeopathic
1978,Refine Homoeo Laboratory,Calendula Off.,Liquid,FALSE,H-55-A-30,Homeopathic
1979,Refine Homoeo Laboratory,Nux Vomica,Liquid,FALSE,H-55-A-31,Homeopathic
1980,Refine Homoeo Laboratory,Kali Muriaticum,Tablet,Kali Muriaticum,H-55-A-32,Homeopathic
1981,Refine Homoeo Laboratory,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-55-A-33,Homeopathic
1982,Refine Homoeo Laboratory,FINE LICORINE,Liquid,FALSE,H-55-A-34,Homeopathic
1983,Refine Homoeo Laboratory,FINE LIVER CARE,Syrup,FALSE,H-55-A-35,Homeopathic
1984,Refine Homoeo Laboratory,R.COUGH,Syrup,FALSE,H-55-A-36,Homeopathic
1985,Refine Homoeo Laboratory,FINE GASTO CARE,Syrup,Anacardium 4X + Arsenicum Alb 5X + Calarium 1X + Leonurus Cardiaca 1X + Nux Vomica 3X,H-55-A-37,Homeopathic
1986,Refine Homoeo Laboratory,SOLID GATO PAIN,Capsule,FALSE,H-55-A-38,Homeopathic
1987,Refine Homoeo Laboratory,FINE DG-POWDER,Liquid,FALSE,H-55-A-39,Homeopathic
1988,Refine Homoeo Laboratory,FINE G-SIL,Capsule,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-55-A-40,Homeopathic
1989,Refine Homoeo Laboratory,ALFA FINE,Syrup,FALSE,H-55-A-41,Homeopathic
1990,Refine Homoeo Laboratory,VITA-FINE,Syrup,Alfalfa 1X + Cal Phos 8X + Cinchona off 2X + Ferrum Phos 8X + formic Acid 3X + Hydrastis Can 2X + Kali Phos 6X + Mag Phos 8X + Nat Phos 6X,H-55-A-42,Homeopathic
1991,Refine Homoeo Laboratory,FEVER REMEDY,Syrup,FALSE,H-55-A-43,Homeopathic
1992,Remidon Homoeo Laboratory,Pusalltilla,Liquid,FALSE,H-43-A-001,Homeopathic
1993,Remidon Homoeo Laboratory,Terminalia Arjuna,Liquid,FALSE,H-38-A-002,Homeopathic
1994,Remidon Homoeo Laboratory,Nux Vomica,Liquid,FALSE,H-38-A-003,Homeopathic
1995,Remidon Homoeo Laboratory,Aconite Napellus,Liquid,FALSE,H-38-A-004,Homeopathic
1996,Remidon Homoeo Laboratory,China Officinallis,Liquid,Chinchona Officinalis  China,H-38-A-005,Homeopathic
1997,Remidon Homoeo Laboratory,Jonosia Asoka,Liquid,FALSE,H-38-A-006,Homeopathic
1998,Remidon Homoeo Laboratory,Belladona,Liquid,FALSE,H-38-A-007,Homeopathic
1999,Remidon Homoeo Laboratory,Syzygium Jambolanum,Liquid,FALSE,H-38-A-008,Homeopathic
2000,Remidon Homoeo Laboratory,Kaliphosphoricum 1X,Powder,Kali Phosphoricum,H-38-A-009,Homeopathic
2001,Remidon Homoeo Laboratory,Kali Muriatiacum 1X,Tablet,Kali Muriaticum,H-38-A-010,Homeopathic
2002,Remidon Homoeo Laboratory,Ferrum Phosphoricum 1X,Tablet,Ferrum Phosphoricum,H-38-A-011,Homeopathic
2003,Remidon Homoeo Laboratory,Calcarea flourica 1x,Tablet,Calcarea Fluorica,H-38-A-012,Homeopathic
2004,Remidon Homoeo Laboratory,Calcarea Phosphoricum 1X,Tablet,Calcarea Phosphorica,H-38-A-13,Homeopathic
2005,Remidon Homoeo Laboratory,Magnesia Phosphate 1X,Tablet,Magnesium Phosphate,H-38-A-14,Homeopathic
2006,Remidon Homoeo Laboratory,Kali Sulphurica 1X,Tablet,Kali Sulph 3X,H-38-A-15,Homeopathic
2007,Remidon Homoeo Laboratory,Calcarea Sulphurica 1X,Tablet,Calcarea Sulphurica,H-38-A-16,Homeopathic
2008,Remidon Homoeo Laboratory,Silicea 1X,Tablet,Silicea,H-38-A-17,Homeopathic
2009,Remidon Homoeo Laboratory,Natrum Sulphuricum 1X,Tablet,Natrum Sulphuricum,H-38-A-18,Homeopathic
2010,Remidon Homoeo Laboratory,Natrum Phosphoricum 1X,Tablet,Natrum Phosphoricum,H-38-A-19,Homeopathic
2011,Remidon Homoeo Laboratory,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-38-A-20,Homeopathic
2012,Remidon Homoeo Laboratory,Asvagandha,Liquid,Aswagandha,H-38-A-021,Homeopathic
2013,Remidon Homoeo Laboratory,Avena Sativa,Liquid,FALSE,H-38-A-022,Homeopathic
2014,Remidon Homoeo Laboratory,Medicago Sativa,Liquid,Medicago Sativa,H-38-A-23,Homeopathic
2015,Remidon Homoeo Laboratory,Berberix Vulgaris,Liquid,FALSE,H-38-A-24,Homeopathic
2016,Remidon Homoeo Laboratory,Carica Papaya,Liquid,FALSE,H-38-A-25,Homeopathic
2017,Remidon Homoeo Laboratory,Chelidonium Majus,Liquid,FALSE,H-38-A-026,Homeopathic
2018,Remidon Homoeo Laboratory,Caledula Officinalis,Liquid,FALSE,H-38-A-27,Homeopathic
2019,Remidon Homoeo Laboratory,Hydrastis Candensis,Liquid,FALSE,H-38-A-28,Homeopathic
2020,Remidon Homoeo Laboratory,Justica Adhatoda,Liquid,FALSE,H-38-A-028,Homeopathic
2021,Remidon Homoeo Laboratory,Kalamegh,Liquid,FALSE,H-38-A-30,Homeopathic
2022,Sufia & Co. (Homoeo),Natrum Phosophoricum,Tablet,Natrum Phosphoricum,H-71-A-3,Homeopathic
2023,Sufia & Co. (Homoeo),Kali Phosophoricum,Tablet,Kali Phosphoricum,H-71-A-13,Homeopathic
2024,Sufia & Co. (Homoeo),Kali Sulphuricum,Tablet,Kali Sulphuricum,H-71-A-14,Homeopathic
2025,Sufia & Co. (Homoeo),Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-71-A-15,Homeopathic
2026,Sufia & Co. (Homoeo),Magnesstum Phosophoricum,Tablet,Magnesia Phosphorica,H-71-A-16,Homeopathic
2027,Sufia & Co. (Homoeo),Silicea,Tablet,Silicea,H-71-A-17,Homeopathic
2028,Sufia & Co. (Homoeo),Kali Muriaticum,Tablet,Kali Muriaticum,H-71-A-20,Homeopathic
2029,Sufia & Co. (Homoeo),Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-71-A-21,Homeopathic
2030,Sufia & Co. (Homoeo),Calcarea Flourica,Tablet,Calcarea Fluorica,H-71-A-22,Homeopathic
2031,Sufia & Co. (Homoeo),Natrum Muriaticum,Tablet,Natrum Muriaticum,H-71-A-23,Homeopathic
2032,Sufia & Co. (Homoeo),Santonine,Tablet,Santonine 1X,H-71-A-24,Homeopathic
2033,Sufia & Co. (Homoeo),Marcorues Solubilis,Tablet,Mercuris Solubilis 3X,H-71-A-18,Homeopathic
2034,Sufia & Co. (Homoeo),Heper Sulphuris,Tablet,Heper Sulphurics Calcareum,H-71-A-19,Homeopathic
2035,Sufia & Co. (Homoeo),Nux Vomica-Q,Liquid,FALSE,H-71-A-6,Homeopathic
2036,Sufia & Co. (Homoeo),Andrograhis Paniculata,Liquid,FALSE,H-71-A-5,Homeopathic
2037,Sufia & Co. (Homoeo),Chelidonium Majus,Liquid,FALSE,H-71-A-7,Homeopathic
2038,Sufia & Co. (Homoeo),Avenasativa,Liquid,FALSE,H-71-A-8,Homeopathic
2039,Sufia & Co. (Homoeo),Justicia Dhatoda,Liquid,FALSE,H-71-A-9,Homeopathic
2040,Sufia & Co. (Homoeo),Syzgium Jambolanum,Liquid,FALSE,H-71-A-11,Homeopathic
2041,Sufia & Co. (Homoeo),Medicago Sativa(Alfafa),Liquid,FALSE,H-71-A-12,Homeopathic
2042,The Green Homoeo Laboratories,Aconite Nap,Liquid,FALSE,H-13-A-001,Homeopathic
2043,The Green Homoeo Laboratories,Arnica Mont,Liquid,FALSE,H-13-A-002,Homeopathic
2044,The Green Homoeo Laboratories,Avena Sativa,Liquid,FALSE,H-13-A-003,Homeopathic
2045,The Green Homoeo Laboratories,Bryonia Alb,Liquid,FALSE,H-13-A-004,Homeopathic
2046,The Green Homoeo Laboratories,Calendula,Liquid,FALSE,H-13-A-005,Homeopathic
2047,The Green Homoeo Laboratories,Cinchona Off,Liquid,FALSE,H-13-A-006,Homeopathic
2048,The Green Homoeo Laboratories,Crategus Oxyacantha,Liquid,FALSE,H-13-A-007,Homeopathic
2049,The Green Homoeo Laboratories,Drosera Rotundifolia,Liquid,FALSE,H-13-A-008,Homeopathic
2050,The Green Homoeo Laboratories,Hydrastis Candensis,Liquid,FALSE,H-13-A-009,Homeopathic
2051,The Green Homoeo Laboratories,Medicago Sativa,Liquid,FALSE,H-13-A-010,Homeopathic
2052,The Green Homoeo Laboratories,Nux Vomica,Liquid,FALSE,H-13-A-011,Homeopathic
2053,The Green Homoeo Laboratories,Thuja Occidentalis,Liquid,FALSE,H-13-A-012,Homeopathic
2054,The Green Homoeo Laboratories,Calcaria Phosphorica,Tablet,Calcarea Phosphorica,H-13-A-14,Homeopathic
2055,The Green Homoeo Laboratories,Calcaria Fluorica,Tablet,Calcarea Fluorica,H-13-A-13,Homeopathic
2056,The Green Homoeo Laboratories,Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-13-A-15,Homeopathic
2057,The Green Homoeo Laboratories,Ferrus Phosphoricum,Tablet,Ferrum Phosphoricum,H-13-A-16,Homeopathic
2058,The Green Homoeo Laboratories,Kali Muriaticum,Tablet,Kali Muriaticum,H-13-A-17,Homeopathic
2059,The Green Homoeo Laboratories,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-13-A-18,Homeopathic
2060,The Green Homoeo Laboratories,Kali Sulphoricum,Tablet,Kali Sulphuricum,H-13-A-19,Homeopathic
2061,The Green Homoeo Laboratories,Magnesia Phosphorica,Tablet,Magnesia Phosphorica,H-13-A-20,Homeopathic
2062,The Green Homoeo Laboratories,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-13-A-21,Homeopathic
2063,The Green Homoeo Laboratories,Natrum,Tablet,Natrum Phosphoricum,H-13-A-22,Homeopathic
2064,The Green Homoeo Laboratories,Natrum Sulphoricum,Tablet,Natrum Sulphuricum,H-13-A-23,Homeopathic
2065,The Green Homoeo Laboratories,Silicea,Tablet,Silicea,H-13-A-24,Homeopathic
2066,The Green Homoeo Laboratories,Agnus Castus,Liquid,FALSE,H-13-A-25,Homeopathic
2067,The Green Homoeo Laboratories,Amloki,Liquid,FALSE,H-13-A-26,Homeopathic
2068,The Green Homoeo Laboratories,Arjun,Liquid,Arjuna,H-13-A-27,Homeopathic
2069,The Green Homoeo Laboratories,Asvagandha,Liquid,FALSE,H-13-A-28,Homeopathic
2070,The Green Homoeo Laboratories,Belladona,Liquid,FALSE,H-13-A-29,Homeopathic
2071,The Green Homoeo Laboratories,Berberis Vulgaris,Liquid,FALSE,H-13-A-30,Homeopathic
2072,The Green Homoeo Laboratories,Cantharis,Liquid,FALSE,H-23-A-31,Homeopathic
2073,The Green Homoeo Laboratories,Carduus Marianus,Liquid,FALSE,H-13-A-32,Homeopathic
2074,The Green Homoeo Laboratories,Cassia Sophera,Liquid,FALSE,H-13-A-33,Homeopathic
2075,The Green Homoeo Laboratories,Ceanothus Americanus,Liquid,FALSE,H-13-A-34,Homeopathic
2076,The Green Homoeo Laboratories,Chelidonium Majus,Liquid,FALSE,H-13-A-35,Homeopathic
2077,The Green Homoeo Laboratories,Echinacea Angustifolia,Liquid,Echinacea Angustifolia,H-13-A-36,Homeopathic
2078,The Green Homoeo Laboratories,Fucus Vesiculosus,Liquid,FALSE,H-13-A-37,Homeopathic
2079,The Green Homoeo Laboratories,Gossypium Herbaceum,Liquid,FALSE,H-13-A-38,Homeopathic
2080,The Green Homoeo Laboratories,Hamamelis Virginica,Liquid,FALSE,H-13-A-39,Homeopathic
2081,The Green Homoeo Laboratories,Jonosia Ashoka,Liquid,FALSE,H-13-A-40,Homeopathic
2082,The Green Homoeo Laboratories,Justicia Adhatoda,Liquid,FALSE,H-13-A-41,Homeopathic
2083,The Green Homoeo Laboratories,Pinus Lamvertiana,Liquid,FALSE,H-13-A-42,Homeopathic
2084,The Green Homoeo Laboratories,Pulsatilla,Liquid,FALSE,H-13-A-43,Homeopathic
2085,The Green Homoeo Laboratories,Rauwolfia,Liquid,FALSE,H-13-A-44,Homeopathic
2086,The Green Homoeo Laboratories,Sabal Sarrulata,Liquid,FALSE,H-13-A-45,Homeopathic
2087,The Green Homoeo Laboratories,Salix Nigra,Liquid,FALSE,H-13-A-46,Homeopathic
2088,The Green Homoeo Laboratories,Secale Cornutum,Liquid,FALSE,H-13-A-47,Homeopathic
2089,The Green Homoeo Laboratories,Abroma Augusta Folia,Liquid,FALSE,H-13-A-50,Homeopathic
2090,The Green Homoeo Laboratories,Aegle Folia,Liquid,FALSE,H-13-A-51,Homeopathic
2091,The Green Homoeo Laboratories,Andrographis Paniculta,Liquid,FALSE,H-13-A-53,Homeopathic
2092,The Green Homoeo Laboratories,Apis Mellifica,Liquid,FALSE,H-13-A-54,Homeopathic
2093,The Green Homoeo Laboratories,Apocynum Cannabinum,Liquid,FALSE,H-13-A-55,Homeopathic
2094,The Green Homoeo Laboratories,Aralia Quinquefolia,Liquid,Aralia Quinquefolif,H-13-A-56,Homeopathic
2095,The Green Homoeo Laboratories,Atista Indica,Liquid,FALSE,H-13-A-57,Homeopathic
2096,The Green Homoeo Laboratories,Bellis Perennis,Liquid,FALSE,H-13-A-58,Homeopathic
2097,The Green Homoeo Laboratories,Blatta Orientalis,Liquid,FALSE,H-13-A-59,Homeopathic
2098,The Green Homoeo Laboratories,Cina,Liquid,FALSE,H-13-A-60,Homeopathic
2099,The Green Homoeo Laboratories,Cinnamomum,Liquid,FALSE,H-13-A-61,Homeopathic
2100,The Green Homoeo Laboratories,Collinsonia Candensis,Liquid,FALSE,H-13-A-62,Homeopathic
2101,The Green Homoeo Laboratories,Colocynthis,Liquid,FALSE,H-13-A-63,Homeopathic
2102,The Green Homoeo Laboratories,Chionanthus Virginica,Liquid,FALSE,H-13-A-64,Homeopathic
2103,The Green Homoeo Laboratories,Chirata,Liquid,FALSE,H-13-A-65,Homeopathic
2104,The Green Homoeo Laboratories,Calotropis Gigantia,Liquid,FALSE,H-13-A-66,Homeopathic
2105,The Green Homoeo Laboratories,Carica Papaya,Liquid,FALSE,H-13-A-67,Homeopathic
2106,The Green Homoeo Laboratories,Euphrasia Officinalis,Liquid,FALSE,H-13-A-68,Homeopathic
2107,The Green Homoeo Laboratories,Nuphar Lutea,Liquid,FALSE,H-13-A-69,Homeopathic
2108,The Green Homoeo Laboratories,Phytolacca Decandra,Liquid,FALSE,H-13-A-70,Homeopathic
2109,The Green Homoeo Laboratories,Pilocarpus,Liquid,Pilocarpus,H-13-A-71,Homeopathic
2110,The Green Homoeo Laboratories,Senecio Augrus,Liquid,FALSE,H-13-A-72,Homeopathic
2111,The Green Homoeo Laboratories,Terminalia Chebula (Haritaki),Liquid,Terminalia Chebula (Haritaki),H-13-A-73,Homeopathic
2112,The Green Homoeo Laboratories,Urtica Urens,Liquid,FALSE,H-13-A-74,Homeopathic
2113,The Green Homoeo Laboratories,Adonis Ver,Liquid,FALSE,H-13-A-75,Homeopathic
2114,The Green Homoeo Laboratories,Aesculus Hip,Liquid,FALSE,H-13-A-76,Homeopathic
2115,The Green Homoeo Laboratories,Aletris Farinosa,Liquid,FALSE,H-13-A-77,Homeopathic
2116,The Green Homoeo Laboratories,Alstonia Scholaris,Liquid,FALSE,H-13-A-78,Homeopathic
2117,The Green Homoeo Laboratories,Aralia Racemosa,Liquid,FALSE,H-13-A-79,Homeopathic
2118,The Green Homoeo Laboratories,Argentum Nit,Liquid,Argentum Nit.,H-13-A-80,Homeopathic
2119,The Green Homoeo Laboratories,Badiaga,Liquid,Badiaga,H-13-A-81,Homeopathic
2120,The Green Homoeo Laboratories,Syzygium Jambolanum,Liquid,FALSE,H-13-A-48,Homeopathic
2121,The Green Homoeo Laboratories,Teucrium Marum Verum,Liquid,FALSE,H-13-A-49,Homeopathic
2122,The Green Homoeo Laboratories,Anagallis Arvensis,Liquid,Anagallis Arvensis,H-13-A-52,Homeopathic
2123,The Green Homoeo Laboratories,Balsamum Peru,Liquid,Balsum Peru.,H-13-A-82,Homeopathic
2124,The Green Homoeo Laboratories,Baptisia Tinctonia,Liquid,FALSE,H-13-A-83,Homeopathic
2125,The Green Homoeo Laboratories,Berberis Aquifolium,Liquid,FALSE,H-13-A-84,Homeopathic
2126,The Green Homoeo Laboratories,Cactus Grandiflorus,Liquid,FALSE,H-13-A-85,Homeopathic
2127,The Green Homoeo Laboratories,Caulophyllum Thali,Liquid,FALSE,H-13-A-86,Homeopathic
2128,The Green Homoeo Laboratories,Actaea Recemosa,Liquid,Actaea Recemosa,H-13-A-87,Homeopathic
2129,The Green Homoeo Laboratories,Colchicum Autumnale,Liquid,FALSE,H-13-A-88,Homeopathic
2130,The Green Homoeo Laboratories,Condurango,Liquid,FALSE,H-13-A-89,Homeopathic
2131,The Green Homoeo Laboratories,Cyclamen Euro,Liquid,FALSE,H-13-A-90,Homeopathic
2132,The Green Homoeo Laboratories,Damiana,Liquid,FALSE,H-13-A-91,Homeopathic
2133,The Green Homoeo Laboratories,Desmodium Gangeticum,Liquid,FALSE,H-13-A-92,Homeopathic
2134,The Green Homoeo Laboratories,Dioscorea Villosa,Liquid,FALSE,H-13-A-93,Homeopathic
2135,The Green Homoeo Laboratories,Dulcamara,Liquid,Dulcamara,H-13-A-94,Homeopathic
2136,The Green Homoeo Laboratories,Fraxinux Americana,Liquid,FALSE,H-13-A-95,Homeopathic
2137,The Green Homoeo Laboratories,Gelsemium Semp.,Liquid,Gelsemium Sempervirens,H-13-A-96,Homeopathic
