SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR,Type
4230,Royel Laboratories (Ay),Rolina,Tablet,Spirulina,AY-59-A-035,Ayurvedic
4231,Royel Laboratories (Ay),Ropailo,Tablet,Arshahara Bati,AY-59-A-036,Ayurvedic
4232,Royel Laboratories (Ay),Royel Vit,Tablet,Hingastak Churna,AY-59-A-037,Ayurvedic
4233,Royel Laboratories (Ay),Calrosaf,Tablet,Ashwagandha,AY-59-A-038,Ayurvedic
4234,Royel Laboratories (Ay),WightCrop,Tablet,Punarnabadi Guddulu,AY-59-A-039,Ayurvedic
4235,Royel Laboratories (Ay),Roprofast,Tablet,Haritaki Khanda / Amrita Haritaki,AY-59-A-040,Ayurvedic
4236,Royel Laboratories (Ay),Royel Gold,Tablet,Hekla Lava/Hecla Lava,AY-59-A-041,Ayurvedic
4237,Royel Laboratories (Ay),Royel Ton,Syrup,Yarrow,AY-59-A-042,Ayurvedic
4238,Royel Laboratories (Ay),Royel Pudina,Syrup,Arq Poodina,AY-59-A-043,Ayurvedic
4239,Royel Laboratories (Ay),Uroculi,Syrup,Chandanasav,AY-59-A-044,Ayurvedic
4240,Royel Laboratories (Ay),CV Tone,Syrup,Upasam,AY-59-A-045,Ayurvedic
4241,Royel Laboratories (Ay),Khanda Royal Amalaki,Powder,Khandamalaki,AY-59-A-046,Ayurvedic
4242,Royel Laboratories (Ay),Bronoskin,Cream,Avocado,AY-59-A-047,Ayurvedic
4243,Royel Laboratories (Ay),Royel Skinsafe,Ointment,Neem,AY-59-A-048,Ayurvedic
4244,Rupsha Ayurvedic Laboratory,Balarista,Tablet,Balarista,AY-3-A-001,Ayurvedic
4245,Rupsha Ayurvedic Laboratory,Kutajarista,Tablet,Kutajarista,AY-3-A-002,Ayurvedic
4246,Rupsha Ayurvedic Laboratory,Ashokarista,Tablet,Ashokarista,AY-3-A-003,Ayurvedic
4247,Rupsha Ayurvedic Laboratory,Amritarista,Tablet,Amritarista,AY-3-A-004,Ayurvedic
4248,Rupsha Ayurvedic Laboratory,Mustakarista,Tablet,Mustakarista,AY-3-A-5,Ayurvedic
4249,S K Laboratories (Ay),Dasamularista,Liquid,Dasamularista,AY-000-A-018,Ayurvedic
4250,S K Laboratories (Ay),Draksharista,Liquid,Draksharista,AY-000-A-019,Ayurvedic
4251,S K Laboratories (Ay),Balarista,Liquid,Balarista,AY-000-A-020,Ayurvedic
4252,S K Laboratories (Ay),Aswagandharista,Liquid,Aswagandharista,AY-000-A-021,Ayurvedic
4253,S K Laboratories (Ay),Bhimras,Liquid,Bhimras,AY-000-A-022,Ayurvedic
4254,S. B. Laboratories (Ayurvedic),Nobetes,Liquid,Jambadyarista,AY-85-A-068,Ayurvedic
4255,S. B. Laboratories (Ayurvedic),Modhukof,Liquid,Liquorice (Jasthimadhu),AY-85-A-061,Ayurvedic
4256,S. B. Laboratories (Ayurvedic),Pushpizyme,Liquid,Shatapuspi Arka,AY-85-A-070,Ayurvedic
4257,S. B. Laboratories (Ayurvedic),Fastcap,Capsule,Capsicum 500 mg,AY-85-A-063,Ayurvedic
4258,S. B. Laboratories (Ayurvedic),Renalcap,Capsule,Puncture Vine,AY-85-A-072,Ayurvedic
4259,S. B. Laboratories (Ayurvedic),Orshonil,Tablet,Arshahara Bati,AY-85-A-066,Ayurvedic
4260,S. B. Laboratories (Ayurvedic),Elve-Plus,Capsule,Cowhage,AY-85-A-060,Ayurvedic
4261,S. B. Laboratories (Ayurvedic),Chirolex,Capsule,Chirata,AY-85-A-062,Ayurvedic
4262,S. B. Laboratories (Ayurvedic),Androliva,Capsule,Kalamegh,AY-85-A-064,Ayurvedic
4263,S. B. Laboratories (Ayurvedic),Basadryl,Semi-Solid,Brihat Basabaleha,AY-85-A-065,Ayurvedic
4264,S. B. Laboratories (Ayurvedic),Good Morning,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-85-A-067,Ayurvedic
4265,S. B. Laboratories (Ayurvedic),Somnirex,Capsule,Ashwagandha,AY-85-A-071,Ayurvedic
4266,S. B. Laboratories (Ayurvedic),Rhaucal,Ointment,Prasarani Taila,AY-85-A-074,Ayurvedic
4267,S. B. Laboratories (Ayurvedic),Sinucare,Ointment,Sharabindu Taila,AY-85-A-076,Ayurvedic
4268,S. B. Laboratories (Ayurvedic),Skenol,Ointment,Brihat Somraji Taila,AY-85-A-077,Ayurvedic
4269,S. B. Laboratories (Ayurvedic),Lebeda,Ointment,Maha Chandanadi Taila,AY-85-A-075,Ayurvedic
4270,S. B. Laboratories (Ayurvedic),Oystercal-D,Tablet,Sulantak Churna / Shankhadi Churna,AY-85-A-078,Ayurvedic
4271,S. B. Laboratories (Ayurvedic),Manarex,Liquid,Laboni,AY-85-A-073,Ayurvedic
4272,S. B. Laboratories (Ayurvedic),Leciplus,Capsule,Soya Lecithin Vitamineral Mix,AY-85-A-080,Ayurvedic
4273,S. B. Laboratories (Ayurvedic),Leciplus,Tablet,Soya Lecithin Vitamineral Mix,AY-85-A-081,Ayurvedic
4274,S. B. Laboratories (Ayurvedic),Leciplus,Powder,Soya Lecithin Vitamineral Mix,AY-85-A-082,Ayurvedic
4275,S. B. Laboratories (Ayurvedic),SB Sanjiban Modak,Semi-Solid,Sanjiban Modak,AY-85-A-079,Ayurvedic
4276,S. B. Laboratories (Ayurvedic),Neuyropep,Liquid,Mustakarista,AY-85-A-001,Ayurvedic
4277,S. B. Laboratories (Ayurvedic),Dycofex,Liquid,Vasakarista / Vasakasav,AY-85-A-002,Ayurvedic
4278,S. B. Laboratories (Ayurvedic),Femilex,Liquid,Ashokarista,AY-85-A-003,Ayurvedic
4279,S. B. Laboratories (Ayurvedic),Balarist-S,Liquid,Balarista,AY-85-A-004,Ayurvedic
4280,S. B. Laboratories (Ayurvedic),Heptaliv,Liquid,Rohitakarista,AY-85-A-005,Ayurvedic
4281,S. B. Laboratories (Ayurvedic),Urinex,Liquid,Chandanasav,AY-85-A-006,Ayurvedic
4282,S. B. Laboratories (Ayurvedic),Hazmin,Tablet,Vaskar Lavan,AY-85-A-007,Ayurvedic
4283,S. B. Laboratories (Ayurvedic),Licodin-S,Liquid,Patrangasav,AY-85-A-008,Ayurvedic
4284,S. B. Laboratories (Ayurvedic),Amiton,Liquid,Jamani Arka,AY-85-A-009,Ayurvedic
4285,S. B. Laboratories (Ayurvedic),Herbo Plus,Modak,Sukrasanjibani Modak,AY-85-A-010,Ayurvedic
4286,S. B. Laboratories (Ayurvedic),Dysentro-B,Liquid,Kutajarista,AY-85-A-011,Ayurvedic
4287,S. B. Laboratories (Ayurvedic),Gasodone,Kwath,Dasanga Kwath,AY-85-A-013,Ayurvedic
4288,S. B. Laboratories (Ayurvedic),Cumex,Liquid,Jirakadyarista / Jirakarista,AY-85-A-014,Ayurvedic
4289,S. B. Laboratories (Ayurvedic),Harbocid,Powder,Amlapittantak Ras,AY-85-A-015,Ayurvedic
4290,S. B. Laboratories (Ayurvedic),Baby Care,Liquid,Aravindasav,AY-85-A-016,Ayurvedic
4291,S. B. Laboratories (Ayurvedic),Rajaprabartani,Tablet,Raja Prabartini Bati,AY-85-A-017,Ayurvedic
4292,S. B. Laboratories (Ayurvedic),Skinex-S,Ointment,Gandhakadi Malahar / Gandhak Malam,AY-85-A-018,Ayurvedic
4293,S. B. Laboratories (Ayurvedic),Diconex Plus,Liquid,Sanjivani Rasayan,AY-85-A-019,Ayurvedic
4294,S. B. Laboratories (Ayurvedic),Cardolin,Liquid,Arjunarista,AY-85-A-020,Ayurvedic
4295,S. B. Laboratories (Ayurvedic),Nimplex,Liquid,Saribadyarista,AY-85-A-021,Ayurvedic
4296,S. B. Laboratories (Ayurvedic),Hormodin,Capsule,Kamini Vidravan Ras,AY-85-A-022,Ayurvedic
4297,S. B. Laboratories (Ayurvedic),Menestru-6,Capsule,Rajakalyan,AY-85-A-023,Ayurvedic
4298,S. B. Laboratories (Ayurvedic),Livtek,Capsule,Jakridari Louha,AY-85-A-024,Ayurvedic
4299,S. B. Laboratories (Ayurvedic),S-Tin,Tablet,Dhatri Louha,AY-85-A-025,Ayurvedic
4300,S. B. Laboratories (Ayurvedic),Ambazyl,Tablet,Pijushballi Ras,AY-85-A-026,Ayurvedic
4301,S. B. Laboratories (Ayurvedic),Power-30,Capsule,Manmathavra Ras,AY-85-A-027,Ayurvedic
4302,S. B. Laboratories (Ayurvedic),Neolectin,Tablet,Pradarantak Louha,AY-85-A-028,Ayurvedic
4303,S. B. Laboratories (Ayurvedic),Feverin-S,Liquid,Amritarista,AY-85-A-030,Ayurvedic
4304,S. B. Laboratories (Ayurvedic),B-Poten,Liquid,Maha Draksharista,AY-85-A-031,Ayurvedic
4305,S. B. Laboratories (Ayurvedic),SB-Vit,Liquid,Bhimras,AY-85-A-032,Ayurvedic
4306,S. B. Laboratories (Ayurvedic),Rheumatea,Capsule,Vat Gajendra Singha,AY-85-A-033,Ayurvedic
4307,S. B. Laboratories (Ayurvedic),Sindocin,Capsule,Ambatari Bati,AY-85-A-034,Ayurvedic
4308,S. B. Laboratories (Ayurvedic),Campek-20,Capsule,Brihat Chandrodaya Makardwaja,AY-85-A-035,Ayurvedic
4309,S. B. Laboratories (Ayurvedic),Multivit-S,Capsule,Makardhwaj Rasayan,AY-85-A-036,Ayurvedic
4310,S. B. Laboratories (Ayurvedic),Silamex,Capsule,Krimi Mudgar Ras,AY-85-A-037,Ayurvedic
4311,S. B. Laboratories (Ayurvedic),Dirute,Capsule,Bahu Mutrantak Ras,AY-85-A-038,Ayurvedic
4312,S. B. Laboratories (Ayurvedic),S-Fole,Capsule,Nabayas Louha,AY-85-A-039,Ayurvedic
4313,S. B. Laboratories (Ayurvedic),Salouse,Capsule,Icchabhedi Ras,AY-85-A-040,Ayurvedic
4314,S. B. Laboratories (Ayurvedic),Dimacid,Capsule,Lilabilas,AY-85-A-042,Ayurvedic
4315,S. B. Laboratories (Ayurvedic),Diconex,Liquid,Upasam,AY-85-A-044,Ayurvedic
4316,S. B. Laboratories (Ayurvedic),Silarex,Capsule,Shilajut Batika,AY-85-A-045,Ayurvedic
4317,S. B. Laboratories (Ayurvedic),Chestal,Tablet,Talishadi Churna,AY-85-A-046,Ayurvedic
4318,S. B. Laboratories (Ayurvedic),Decaroot,Liquid,Dasamularista,AY-85-A-047,Ayurvedic
4319,S. B. Laboratories (Ayurvedic),Meditone,Liquid,Aswagandharista,AY-85-A-048,Ayurvedic
4320,S. B. Laboratories (Ayurvedic),Orexis,Tablet,Ratibilas Bati,AY-85-A-049,Ayurvedic
4321,S. B. Laboratories (Ayurvedic),Vasaka-S,Liquid,Basadi Kwath,AY-85-A-050,Ayurvedic
4322,S. B. Laboratories (Ayurvedic),X-Man,Ointment,Ratibilas Bati,AY-85-A-051,Ayurvedic
4323,S. B. Laboratories (Ayurvedic),Memobin,Liquid,Louhasav,AY-85-A-043,Ayurvedic
4324,S. B. Laboratories (Ayurvedic),Vermidon,Liquid,Vidangarista,AY-85-A-041,Ayurvedic
4325,S. B. Laboratories (Ayurvedic),Bronkutuch,Liquid,Kanakasav,AY-85-A-012,Ayurvedic
4326,S. B. Laboratories (Ayurvedic),Pacimol,Capsule,Brihat Sarvajwar Har Louha,AY-58-A-029,Ayurvedic
4327,S. R. Laboratories (Ay),Babypep,Liquid,Aravindasav,AY-64-A-012,Ayurvedic
4328,S. R. Laboratories (Ay),Digepep,Liquid,Mustakarista,AY-64-A-003,Ayurvedic
4329,S. R. Laboratories (Ay),Livocin,Liquid,Rohitakarista,AY-64-A-002,Ayurvedic
4330,S. R. Laboratories (Ay),B.A. Zeym,Liquid,Jamani Arka,AY-64-A-010,Ayurvedic
4331,S. R. Laboratories (Ay),Becorex,Liquid,Balarista,AY-64-A-008,Ayurvedic
4332,S. R. Laboratories (Ay),Aneferon,Liquid,Louhasav,AY-64-A-004,Ayurvedic
4333,S. R. Laboratories (Ay),Cytroca,Liquid,Chandanasav,AY-64-A-006,Ayurvedic
4334,S. R. Laboratories (Ay),Menstrulin,Liquid,Ashokarista,AY-64-A-001,Ayurvedic
4335,S. R. Laboratories (Ay),Arjunatista,Liquid,Arjunarista,AY-64-A-009,Ayurvedic
4336,S. R. Laboratories (Ay),Lyromin,Liquid,Patrangasav,AY-64-A-007,Ayurvedic
4337,S. R. Laboratories (Ay),Cafonix,Liquid,Vasakarista / Vasakasav,AY-64-A-013,Ayurvedic
4338,S. R. Laboratories (Ay),Vinidil,Liquid,Draksharista,AY-64-A-014,Ayurvedic
4339,Sakti Oushadhalaya (Ayurvedic),Abhayarista,Liquid,Abhayarista,AY-05-A-001,Ayurvedic
4340,Sakti Oushadhalaya (Ayurvedic),Ashokarista,Liquid,Ashokarista,AY-05-A-002,Ayurvedic
4341,Sakti Oushadhalaya (Ayurvedic),Amritarista,Liquid,Amritarista,AY-05-A-003,Ayurvedic
4342,Sakti Oushadhalaya (Ayurvedic),Aswagandharista,Liquid,Aswagandharista,AY-05-A-004,Ayurvedic
4343,Sakti Oushadhalaya (Ayurvedic),Kanakasav,Liquid,Kanakasav,AY-05-A-006,Ayurvedic
4344,Sakti Oushadhalaya (Ayurvedic),Kutajarista,Liquid,Kutajarista,AY-05-A-007,Ayurvedic
4345,Sakti Oushadhalaya (Ayurvedic),Khadirarista,Liquid,Khadirarista,AY-05-A-008,Ayurvedic
4346,Sakti Oushadhalaya (Ayurvedic),Chandanasav,Liquid,Chandanasav,AY-05-A-009,Ayurvedic
4347,Sakti Oushadhalaya (Ayurvedic),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-05-A-011,Ayurvedic
4348,Sakti Oushadhalaya (Ayurvedic),Maha Draksharista,Liquid,Maha Draksharista,AY-05-A-013,Ayurvedic
4349,Sakti Oushadhalaya (Ayurvedic),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-05-A-014,Ayurvedic
4350,Sakti Oushadhalaya (Ayurvedic),Patrangasav,Liquid,Patrangasav,AY-05-A-015,Ayurvedic
4351,Sakti Oushadhalaya (Ayurvedic),Punarnavadya Rista,Liquid,Punarnavadyarista,AY-05-A-016,Ayurvedic
4352,Sakti Oushadhalaya (Ayurvedic),Balarista,Liquid,Balarista,AY-05-A-018,Ayurvedic
4353,Sakti Oushadhalaya (Ayurvedic),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-05-A-019,Ayurvedic
4354,Sakti Oushadhalaya (Ayurvedic),Mustakarista,Liquid,Mustakarista,AY-05-A-020,Ayurvedic
4355,Sakti Oushadhalaya (Ayurvedic),Rohitakarista,Liquid,Rohitakarista,AY-05-A-021,Ayurvedic
4356,Sakti Oushadhalaya (Ayurvedic),Louhasav,Liquid,Louhasav,AY-05-A-022,Ayurvedic
4357,Sakti Oushadhalaya (Ayurvedic),Saribadyarista,Liquid,Saribadyarista,AY-05-A-023,Ayurvedic
4358,Sakti Oushadhalaya (Ayurvedic),Brahmi Rasayan,Liquid,BrahmiRasayan / Sarswatarista,AY-05-A-024,Ayurvedic
4359,Sakti Oushadhalaya (Ayurvedic),Jambadyarista,Liquid,Jambadyarista,AY-05-A-025,Ayurvedic
4360,Sakti Oushadhalaya (Ayurvedic),Chyabanprash,Semi-Solid,Chyabanprash,AY-05-A-026,Ayurvedic
4361,Sakti Oushadhalaya (Ayurvedic),Brihat Jirakadya Modak,Semi-Solid,Brihat Jirakadya Modak,AY-05-A-027,Ayurvedic
4362,Sakti Oushadhalaya (Ayurvedic),Maharasonpinda,Semi-Solid,Maharasonpinda,AY-05-A-028,Ayurvedic
4363,Sakti Oushadhalaya (Ayurvedic),Brihat Basabaleha,Semi-Solid,Brihat Basabaleha,AY-05-A-029,Ayurvedic
4364,Sakti Oushadhalaya (Ayurvedic),Haritaki Khanda,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-05-A-030,Ayurvedic
4365,Sakti Oushadhalaya (Ayurvedic),Sukrasanjibani Modak,Semi-Solid,Sukrasanjibani Modak,AY-05-A-031,Ayurvedic
4366,Sakti Oushadhalaya (Ayurvedic),Kushabaleha,Semi-Solid,Kushabaleha,AY-05-A-032,Ayurvedic
4367,Sakti Oushadhalaya (Ayurvedic),Brihat Jogaraj Guggulu,Semi-Solid,Brihat Jogaraj Guggulu,AY-05-A-033,Ayurvedic
4368,Sakti Oushadhalaya (Ayurvedic),Brihat Haridra Khanda,Semi-Solid,Brihat Haridra Khanda / Sheeta Pittari,AY-05-A-034,Ayurvedic
4369,Sakti Oushadhalaya (Ayurvedic),Prameha Mihir Taila,Oil (Liquid),Prameha Mihir Taila,AY-05-A-035,Ayurvedic
4370,Sakti Oushadhalaya (Ayurvedic),Shri Gopal Taila,Oil (Liquid),Shri Gopal Taila,AY-05-A-037,Ayurvedic
4371,Sakti Oushadhalaya (Ayurvedic),Brihat Saindhabady Taila,Oil (Liquid),Brihat Saindhabadya Taila,AY-05-A-038,Ayurvedic
4372,Sakti Oushadhalaya (Ayurvedic),Bayuchaya Surendra Taila,Oil (Liquid),Bayuchaya Surendra Taila,AY-05-A-039,Ayurvedic
4373,Sakti Oushadhalaya (Ayurvedic),Brihat Dasamul Taila,Oil (Liquid),Brihat Dasamul Taila,AY-05-A-040,Ayurvedic
4374,Sakti Oushadhalaya (Ayurvedic),Trisati Prasarani Taila,Oil (Liquid),Trisati Prasarani Taila,AY-05-A-042,Ayurvedic
4375,Sakti Oushadhalaya (Ayurvedic),Saptaprasta Mahamas Taila,Oil (Liquid),Saptaprasta Mahamash Taila,AY-05-A-043,Ayurvedic
4376,Sakti Oushadhalaya (Ayurvedic),Panchatikta Grita Guggulu,Semi-Solid,Panchatikta Grita Guggulu,AY-05-A-048,Ayurvedic
4377,Sakti Oushadhalaya (Ayurvedic),Chagaladya Ghrita,Liquid,Chagaladya Ghrita,AY-05-A-050,Ayurvedic
4378,Sakti Oushadhalaya (Ayurvedic),Arjun Ghrita,Liquid,Arjun Ghrita,AY-05-A-051,Ayurvedic
4379,Sakti Oushadhalaya (Ayurvedic),Ashol Ghrita,Liquid,Ashok Ghrita,AY-05-A-053,Ayurvedic
4380,Sakti Oushadhalaya (Ayurvedic),Brahmi Ghrita,Liquid,Sarswata Ghrita / Brahmi Ghrita,AY-05-A-054,Ayurvedic
4381,Sakti Oushadhalaya (Ayurvedic),Baharer Nani,Liquid,Baharer Nani,AY-05-A-056,Ayurvedic
4382,Sakti Oushadhalaya (Ayurvedic),Chaturmukha Ras,Tablet,Chaturmukha Ras,AY-05-A-058,Ayurvedic
4383,Sakti Oushadhalaya (Ayurvedic),Naradiya Mahalaskmi Bilas,Tablet,Naradiya Mahalaskmi Bilas,AY-05-A-060,Ayurvedic
4384,Sakti Oushadhalaya (Ayurvedic),Rasaraj Ras,Tablet,Rasaraj Ras,AY-05-A-062,Ayurvedic
4385,Sakti Oushadhalaya (Ayurvedic),Brihat Bangeswar,Tablet,Brihat Bangeswar,AY-05-A-063,Ayurvedic
4386,Sakti Oushadhalaya (Ayurvedic),Brihat Sarvajwarhar Louha,Tablet,Brihat Sarvajwar Har Louha (70 Bhabna),AY-05-A-064,Ayurvedic
4387,Sakti Oushadhalaya (Ayurvedic),Brihat Vat Gajungkush,Tablet,Brihat Vat Gajangkush,AY-05-A-066,Ayurvedic
4388,Sakti Oushadhalaya (Ayurvedic),Brihat Bat Chintamani,Tablet,Brihat Bat Chintamani,AY-05-A-067,Ayurvedic
4389,Sakti Oushadhalaya (Ayurvedic),Brihat Somnath Ras,Tablet,Brihat Somnath Ras,AY-05-A-068,Ayurvedic
4390,Sakti Oushadhalaya (Ayurvedic),Brihat Purnachandra Ras,Tablet,Brihat Purnachandra Ras,AY-05-A-069,Ayurvedic
4391,Sakti Oushadhalaya (Ayurvedic),Jogendra Ras,Tablet,Jogendra Ras,AY-05-A-070,Ayurvedic
4392,Sakti Oushadhalaya (Ayurvedic),Makardhwaj Rasayan,Tablet,Makardhwaj Rasayan,AY-05-A-071,Ayurvedic
4393,Sakti Oushadhalaya (Ayurvedic),Makardhwaj Ras,Tablet,Makaradhwaj Ras,AY-05-A-072,Ayurvedic
4394,Sakti Oushadhalaya (Ayurvedic),Maharaj Nripatiballav,Tablet,Maharaj Nripatiballiav,AY-05-A-073,Ayurvedic
4395,Sakti Oushadhalaya (Ayurvedic),Mahapittantak Ras,Tablet,Mahapittantak Ras,AY-05-A-084,Ayurvedic
4396,Sakti Oushadhalaya (Ayurvedic),Basanta Kusumaka Ras,Tablet,Basanta Kusumakar Ras,AY-05-A-075,Ayurvedic
4397,Sakti Oushadhalaya (Ayurvedic),Brihat Chandrodaya Makardwaja,Tablet,Brihat Chandrodaya Makardwaja,AY-05-A-076,Ayurvedic
4398,Sakti Oushadhalaya (Ayurvedic),Swaskas Chintamoni,Tablet,Swaskaschintamoni,AY-05-A-078,Ayurvedic
4399,Sakti Oushadhalaya (Ayurvedic),Icchabhedi Ras,Tablet,Icchabhedi Ras,AY-05-A-081,Ayurvedic
4400,Sakti Oushadhalaya (Ayurvedic),Brihat Agnikumar Ras,Tablet,Brihat Agnikumar Ras (Agnimandaya),AY-05-A-082,Ayurvedic
4401,Sakti Oushadhalaya (Ayurvedic),Kankayan Gudika,Tablet,Kankayan Gudika,AY-05-A-084,Ayurvedic
4402,Sakti Oushadhalaya (Ayurvedic),Nabayas Louha,Tablet,Nabayas Louha,AY-05-A-086,Ayurvedic
4403,Sakti Oushadhalaya (Ayurvedic),Biranga Louha,Tablet,Biranga Louha,AY-05-A-090,Ayurvedic
4404,Sakti Oushadhalaya (Ayurvedic),Mahasankha Bati,Tablet,Mahasankha Bati,AY-05-A-091,Ayurvedic
4405,Sakti Oushadhalaya (Ayurvedic),Raja Prabartani Bari,Tablet,Raja Prabartini Bati,AY-05-A-092,Ayurvedic
4406,Sakti Oushadhalaya (Ayurvedic),Brihat Sarvajwar Har Louha,Tablet,Brihat Sarvajwar Har Louha,AY-05-A-094,Ayurvedic
4407,Sakti Oushadhalaya (Ayurvedic),Brihat Khadir Batika,Tablet,Brihat Khadir Batika,AY-05-A-096,Ayurvedic
4408,Sakti Oushadhalaya (Ayurvedic),Pradarantak Louha,Tablet,Pradarantak Louha,AY-05-A-097,Ayurvedic
4409,Sakti Oushadhalaya (Ayurvedic),Sidha Makardwaja,Powder,Sidha Makardwaja,AY-05-A-084,Ayurvedic
4410,Sakti Oushadhalaya (Ayurvedic),Swarna Sindur,Powder,Swarna Sindur,AY-05-A-099,Ayurvedic
4411,Sakti Oushadhalaya (Ayurvedic),Suvra Parpati,Powder,Suvra Parpati,AY-05-A-101,Ayurvedic
4412,Sakti Oushadhalaya (Ayurvedic),Manikya Ras,Tablet,Manikya Ras,AY-05-A-103,Ayurvedic
4413,Sakti Oushadhalaya (Ayurvedic),Vaskar Lavan,Powder,Vaskar Lavan,AY-05-A-105,Ayurvedic
4414,Sakti Oushadhalaya (Ayurvedic),Bajra Khar,Powder,Bajra Khar,AY-05-A-106,Ayurvedic
4415,Sakti Oushadhalaya (Ayurvedic),Abipattikar Churna,Powder,Abipattikar Churna,AY-05-A-107,Ayurvedic
4416,Sakti Oushadhalaya (Ayurvedic),Hingastak Churna,Powder,Hingastak Churna,AY-05-A-108,Ayurvedic
4417,Sakti Oushadhalaya (Ayurvedic),Talashadi Curna,Powder,Talishadi Churna,AY-05-A-109,Ayurvedic
4418,Sakti Oushadhalaya (Ayurvedic),Jwarbhaairab Churna,Powder,Jwarbhairab Churna,AY-05-A-110,Ayurvedic
4419,Sakti Oushadhalaya (Ayurvedic),Pushyanug Churna,Powder,Pushyanugn Churna,AY-05-A-111,Ayurvedic
4420,Sakti Oushadhalaya (Ayurvedic),Brihat Marchyadi Taila,Oil (Liquid),Brihat Marichyadi Taila,AY-05-A-119,Ayurvedic
4421,Sakti Oushadhalaya (Ayurvedic),Brihat Sarchadndanadi Taila,Liquid,Brihat Chandanadi Taila,AY-05-A-125,Ayurvedic
4422,Sakti Oushadhalaya (Ayurvedic),Kamini Vidravan Ras,Tablet,Kamini Vidravan Ras,AY-05-A-144,Ayurvedic
4423,Sakti Oushadhalaya (Ayurvedic),Kitari Ras,Tablet,Kitari Ras,AY-05-A-146,Ayurvedic
4424,Sakti Oushadhalaya (Ayurvedic),Brihat Dhatri Louha,Tablet,Dhatri Louha (Bhabna),AY-05-A-153,Ayurvedic
4425,Sakti Oushadhalaya (Ayurvedic),Pijushballi Ras,Tablet,Pijushballi Ras,AY-05-A-157,Ayurvedic
4426,Sakti Oushadhalaya (Ayurvedic),Meha Mudgar Ras,Tablet,Meha Mudgar,AY-05-A-165,Ayurvedic
4427,Sakti Oushadhalaya (Ayurvedic),Swothkalanal Ras,Tablet,Swothkalanal Ras,AY-05-A-170,Ayurvedic
4428,Sakti Oushadhalaya (Ayurvedic),Shir Suladri Bajraras,Tablet,Shir Suladri Bajraras,AY-05-A-171,Ayurvedic
4429,Sakti Oushadhalaya (Ayurvedic),Sidhwa Praneswar,Tablet,Sidhwa Praneswar,AY-05-A-175,Ayurvedic
4430,Sakti Oushadhalaya (Ayurvedic),Kutajabaleha,Semi-Solid,Kutajabaleha,AY-05-A-182,Ayurvedic
4431,Sakti Oushadhalaya (Ayurvedic),Bhargigur,Semi-Solid,Bhargigur,AY-05-A-184,Ayurvedic
4432,Sakti Oushadhalaya (Ayurvedic),Jamani Arka,Liquid,Jamani Arka,AY-05-A-186,Ayurvedic
4433,Sakti Oushadhalaya (Ayurvedic),Brihat Ashwagandha Ghrita,Liquid,Brihat Ashwagandha Ghrita,AY-05-A-193,Ayurvedic
4434,Sakti Oushadhalaya (Ayurvedic),Dasamularista,Liquid,Dasamularista,AY-05-A-194,Ayurvedic
4435,Sakti Oushadhalaya (Ayurvedic),Swarna Banga,Powder,Swarna Banga,AY-05-A-195,Ayurvedic
4436,Sakti Oushadhalaya (Ayurvedic),Brihat Gurucyadi Taila,Oil (Liquid),Brihat Gurucyadi Taila,AY-05-A-196,Ayurvedic
4437,Sakti Oushadhalaya (Ayurvedic),Batrakhashi Taila,Oil (Liquid),Batrakhashi Taila,AY-05-A-197,Ayurvedic
4438,Sakti Oushadhalaya (Ayurvedic),Guduchyadi Louha,Tablet,Guduchydi Louha,AY-05-A-199,Ayurvedic
4439,Sakti Oushadhalaya (Ayurvedic),Arjunarista,Liquid,Arjunarista,AY-05-A-201,Ayurvedic
4440,Sakti Oushadhalaya (Ayurvedic),Prasarani Sandhan,Liquid,Prasarani Sandhan,AY-05-A-213,Ayurvedic
4441,Sakti Oushadhalaya (Ayurvedic),Dantarogari Churna,Powder,Dantarogashani Churna,AY-05-A-214,Ayurvedic
4442,Sakti Oushadhalaya (Ayurvedic),Kubja Paraarani Taila,Oil (Liquid),Kubja Prasarani Taila,AY-05-A-215,Ayurvedic
4443,Sakti Oushadhalaya (Ayurvedic),Shri Khameswar Modak,Semi-Solid,Shri Kameswar Modak,AY-05-A-216,Ayurvedic
4444,Sakti Oushadhalaya (Ayurvedic),Saribadi Bati,Tablet,Saribadi Bati,AY-05-A-217,Ayurvedic
4445,Sakti Oushadhalaya (Ayurvedic),Sulantak Churna,Powder,Sulantak Churna / Shankhadi Churna,AY-05-A-206,Ayurvedic
4446,Sakti Oushadhalaya (Ayurvedic),Chandraprabha Gudika,Tablet,Chandraprabha Gudika,AY-05-A-207,Ayurvedic
4447,Sakti Oushadhalaya (Ayurvedic),Karpur Ras,Tablet,Karpur Ras,AY-05-A-208,Ayurvedic
4448,Sakti Oushadhalaya (Ayurvedic),Chintamani Ras (Hrid),Tablet,Chintamani Ras (Hrid),AY-05-A-209,Ayurvedic
4449,Sakti Oushadhalaya (Ayurvedic),Manmathavra Ras,Tablet,Manmathavra Ras,AY-05-A-212,Ayurvedic
